ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
477,20200512,20200524,20200519,18572,SO57870,4.99
528,20200512,20200524,20200519,28290,SO57871,4.99
465,20200512,20200524,20200519,28290,SO57871,24.49
222,20200512,20200524,20200519,28290,SO57871,34.99
528,20200512,20200524,20200519,14876,SO57872,4.99
484,20200512,20200524,20200519,14876,SO57872,7.95
485,20200512,20200524,20200519,20478,SO57873,21.98
228,20200512,20200524,20200519,20478,SO57873,49.99
465,20200512,20200524,20200519,20478,SO57873,24.49
474,20200512,20200524,20200519,14799,SO57874,69.99
476,20200512,20200524,20200519,16601,SO57875,69.99
225,20200512,20200524,20200519,16601,SO57875,8.99
528,20200512,20200524,20200519,17844,SO57876,4.99
535,20200512,20200524,20200519,17844,SO57876,24.99
486,20200512,20200524,20200519,17844,SO57876,159.00
538,20200512,20200524,20200519,28468,SO57877,21.49
529,20200512,20200524,20200519,28468,SO57877,3.99
214,20200512,20200524,20200519,28468,SO57877,34.99
541,20200512,20200524,20200519,12664,SO57878,28.99
530,20200512,20200524,20200519,12664,SO57878,4.99
222,20200512,20200524,20200519,12664,SO57878,34.99
530,20200512,20200524,20200519,24133,SO57879,4.99
225,20200512,20200524,20200519,24133,SO57879,8.99
217,20200512,20200524,20200519,24133,SO57879,34.99
529,20200512,20200524,20200519,27164,SO57880,3.99
529,20200512,20200524,20200519,26973,SO57881,3.99
222,20200512,20200524,20200519,26973,SO57881,34.99
541,20200512,20200524,20200519,28455,SO57882,28.99
530,20200512,20200524,20200519,28455,SO57882,4.99
225,20200512,20200524,20200519,28455,SO57882,8.99
530,20200512,20200524,20200519,28882,SO57883,4.99
480,20200512,20200524,20200519,28882,SO57883,2.29
537,20200512,20200524,20200519,11200,SO57884,35.00
537,20200512,20200524,20200519,11842,SO57885,35.00
528,20200512,20200524,20200519,11842,SO57885,4.99
478,20200512,20200524,20200519,12605,SO57886,9.99
580,20200512,20200524,20200519,16999,SO57887,1700.99
214,20200512,20200524,20200519,16999,SO57887,34.99
587,20200512,20200524,20200519,14334,SO57888,769.49
475,20200512,20200524,20200519,14334,SO57888,69.99
225,20200512,20200524,20200519,14334,SO57888,8.99
359,20200512,20200524,20200519,13440,SO57889,2294.99
485,20200512,20200524,20200519,13440,SO57889,21.98
473,20200512,20200524,20200519,13440,SO57889,63.50
363,20200512,20200524,20200519,13394,SO57890,2294.99
477,20200512,20200524,20200519,13394,SO57890,4.99
478,20200512,20200524,20200519,13394,SO57890,9.99
225,20200512,20200524,20200519,13394,SO57890,8.99
568,20200512,20200524,20200519,11241,SO57891,742.35
541,20200512,20200524,20200519,11241,SO57891,28.99
530,20200512,20200524,20200519,11241,SO57891,4.99
214,20200512,20200524,20200519,11241,SO57891,34.99
376,20200512,20200524,20200519,19947,SO57892,2443.35
540,20200512,20200524,20200519,19947,SO57892,32.60
480,20200512,20200524,20200519,19947,SO57892,2.29
363,20200512,20200524,20200519,12995,SO57893,2294.99
487,20200512,20200524,20200519,12995,SO57893,54.99
484,20200512,20200524,20200519,12995,SO57893,7.95
376,20200512,20200524,20200519,19788,SO57894,2443.35
214,20200512,20200524,20200519,19788,SO57894,34.99
566,20200512,20200524,20200519,24431,SO57895,742.35
479,20200512,20200524,20200519,24431,SO57895,8.99
477,20200512,20200524,20200519,24431,SO57895,4.99
562,20200512,20200524,20200519,25192,SO57896,2384.07
541,20200512,20200524,20200519,25192,SO57896,28.99
530,20200512,20200524,20200519,25192,SO57896,4.99
487,20200512,20200524,20200519,25192,SO57896,54.99
484,20200512,20200524,20200519,25192,SO57896,7.95
225,20200512,20200524,20200519,22139,SO57897,8.99
604,20200512,20200524,20200519,22139,SO57897,539.99
605,20200512,20200524,20200519,21912,SO57898,539.99
222,20200512,20200524,20200519,21912,SO57898,34.99
574,20200512,20200524,20200519,14931,SO57899,2384.07
541,20200512,20200524,20200519,14931,SO57899,28.99
530,20200512,20200524,20200519,14931,SO57899,4.99
480,20200512,20200524,20200519,14931,SO57899,2.29
565,20200512,20200524,20200519,28482,SO57900,742.35
222,20200512,20200524,20200519,28482,SO57900,34.99
390,20200513,20200525,20200520,24281,SO57901,1120.49
384,20200513,20200525,20200520,24917,SO57902,1120.49
234,20200513,20200525,20200520,24917,SO57902,49.99
482,20200513,20200525,20200520,24917,SO57902,8.99
359,20200513,20200525,20200520,12239,SO57903,2294.99
485,20200513,20200525,20200520,12239,SO57903,21.98
214,20200513,20200525,20200520,12239,SO57903,34.99
231,20200513,20200525,20200520,12239,SO57903,49.99
539,20200513,20200525,20200520,16183,SO57904,24.99
536,20200513,20200525,20200520,15639,SO57905,29.99
480,20200513,20200525,20200520,15639,SO57905,2.29
528,20200513,20200525,20200520,25230,SO57906,4.99
485,20200513,20200525,20200520,25230,SO57906,21.98
489,20200513,20200525,20200520,25230,SO57906,53.99
479,20200513,20200525,20200520,16926,SO57907,8.99
477,20200513,20200525,20200520,16926,SO57907,4.99
225,20200513,20200525,20200520,16926,SO57907,8.99
463,20200513,20200525,20200520,17768,SO57908,24.49
580,20200513,20200525,20200520,17768,SO57908,1700.99
595,20200513,20200525,20200520,17755,SO57909,564.99
485,20200513,20200525,20200520,17755,SO57909,21.98
598,20200513,20200525,20200520,17772,SO57910,539.99
477,20200513,20200525,20200520,17772,SO57910,4.99
478,20200513,20200525,20200520,17772,SO57910,9.99
217,20200513,20200525,20200520,17772,SO57910,34.99
465,20200513,20200525,20200520,17772,SO57910,24.49
234,20200513,20200525,20200520,17772,SO57910,49.99
488,20200513,20200525,20200520,11506,SO57911,53.99
225,20200513,20200525,20200520,11506,SO57911,8.99
535,20200513,20200525,20200520,14084,SO57912,24.99
480,20200513,20200525,20200520,14084,SO57912,2.29
484,20200513,20200525,20200520,14084,SO57912,7.95
535,20200513,20200525,20200520,20745,SO57913,24.99
465,20200513,20200525,20200520,20745,SO57913,24.49
536,20200513,20200525,20200520,12880,SO57914,29.99
528,20200513,20200525,20200520,12880,SO57914,4.99
480,20200513,20200525,20200520,12880,SO57914,2.29
528,20200513,20200525,20200520,23490,SO57915,4.99
481,20200513,20200525,20200520,23490,SO57915,8.99
536,20200513,20200525,20200520,23490,SO57915,29.99
528,20200513,20200525,20200520,23024,SO57916,4.99
536,20200513,20200525,20200520,23024,SO57916,29.99
485,20200513,20200525,20200520,23024,SO57916,21.98
237,20200513,20200525,20200520,23024,SO57916,49.99
478,20200513,20200525,20200520,20769,SO57917,9.99
477,20200513,20200525,20200520,20769,SO57917,4.99
480,20200513,20200525,20200520,20769,SO57917,2.29
484,20200513,20200525,20200520,20769,SO57917,7.95
476,20200513,20200525,20200520,19238,SO57918,69.99
475,20200513,20200525,20200520,16643,SO57919,69.99
528,20200513,20200525,20200520,23244,SO57920,4.99
217,20200513,20200525,20200520,23244,SO57920,34.99
528,20200513,20200525,20200520,15817,SO57921,4.99
222,20200513,20200525,20200520,15817,SO57921,34.99
467,20200513,20200525,20200520,15817,SO57921,24.49
528,20200513,20200525,20200520,14622,SO57922,4.99
477,20200513,20200525,20200520,14622,SO57922,4.99
478,20200513,20200525,20200520,14622,SO57922,9.99
482,20200513,20200525,20200520,14622,SO57922,8.99
485,20200513,20200525,20200520,16043,SO57923,21.98
528,20200513,20200525,20200520,19919,SO57924,4.99
474,20200513,20200525,20200520,13573,SO57925,69.99
237,20200513,20200525,20200520,13573,SO57925,49.99
529,20200513,20200525,20200520,25676,SO57926,3.99
225,20200513,20200525,20200520,25676,SO57926,8.99
490,20200513,20200525,20200520,25676,SO57926,53.99
477,20200513,20200525,20200520,25800,SO57927,4.99
222,20200513,20200525,20200520,25800,SO57927,34.99
538,20200513,20200525,20200520,21099,SO57928,21.49
541,20200513,20200525,20200520,24013,SO57929,28.99
530,20200513,20200525,20200520,24013,SO57929,4.99
487,20200513,20200525,20200520,24013,SO57929,54.99
530,20200513,20200525,20200520,23771,SO57930,4.99
541,20200513,20200525,20200520,23771,SO57930,28.99
479,20200513,20200525,20200520,23771,SO57930,8.99
477,20200513,20200525,20200520,23771,SO57930,4.99
214,20200513,20200525,20200520,23771,SO57930,34.99
530,20200513,20200525,20200520,16282,SO57931,4.99
217,20200513,20200525,20200520,16282,SO57931,34.99
530,20200513,20200525,20200520,15635,SO57932,4.99
214,20200513,20200525,20200520,15635,SO57932,34.99
530,20200513,20200525,20200520,27803,SO57933,4.99
217,20200513,20200525,20200520,27803,SO57933,34.99
537,20200513,20200525,20200520,11769,SO57934,35.00
528,20200513,20200525,20200520,11769,SO57934,4.99
485,20200513,20200525,20200520,11769,SO57934,21.98
472,20200513,20200525,20200520,11769,SO57934,63.50
485,20200513,20200525,20200520,15009,SO57935,21.98
478,20200513,20200525,20200520,15009,SO57935,9.99
477,20200513,20200525,20200520,15009,SO57935,4.99
583,20200513,20200525,20200520,16921,SO57936,1700.99
488,20200513,20200525,20200520,16921,SO57936,53.99
589,20200513,20200525,20200520,14362,SO57937,769.49
485,20200513,20200525,20200520,14362,SO57937,21.98
489,20200513,20200525,20200520,14362,SO57937,53.99
588,20200513,20200525,20200520,14337,SO57938,769.49
536,20200513,20200525,20200520,14337,SO57938,29.99
528,20200513,20200525,20200520,14337,SO57938,4.99
480,20200513,20200525,20200520,14337,SO57938,2.29
484,20200513,20200525,20200520,14337,SO57938,7.95
560,20200513,20200525,20200520,25539,SO57939,1214.85
490,20200513,20200525,20200520,25539,SO57939,53.99
225,20200513,20200525,20200520,25539,SO57939,8.99
582,20200513,20200525,20200520,19592,SO57940,1700.99
217,20200513,20200525,20200520,19592,SO57940,34.99
491,20200513,20200525,20200520,19592,SO57940,53.99
225,20200513,20200525,20200520,19592,SO57940,8.99
605,20200513,20200525,20200520,28312,SO57941,539.99
222,20200513,20200525,20200520,28312,SO57941,34.99
576,20200513,20200525,20200520,29316,SO57942,2384.07
477,20200513,20200525,20200520,29316,SO57942,4.99
479,20200513,20200525,20200520,29316,SO57942,8.99
214,20200513,20200525,20200520,29316,SO57942,34.99
353,20200513,20200525,20200520,11028,SO57943,2319.99
537,20200513,20200525,20200520,11028,SO57943,35.00
480,20200513,20200525,20200520,11028,SO57943,2.29
380,20200513,20200525,20200520,19784,SO57944,2443.35
592,20200513,20200525,20200520,12021,SO57945,564.99
478,20200513,20200525,20200520,12021,SO57945,9.99
473,20200513,20200525,20200520,12021,SO57945,63.50
477,20200513,20200525,20200520,12021,SO57945,4.99
561,20200513,20200525,20200520,24357,SO57946,2384.07
217,20200513,20200525,20200520,24357,SO57946,34.99
463,20200513,20200525,20200520,24357,SO57946,24.49
605,20200513,20200525,20200520,23038,SO57947,539.99
465,20200513,20200525,20200520,23038,SO57947,24.49
605,20200513,20200525,20200520,22129,SO57948,539.99
214,20200513,20200525,20200520,22129,SO57948,34.99
604,20200513,20200525,20200520,22099,SO57949,539.99
538,20200513,20200525,20200520,22099,SO57949,21.49
480,20200513,20200525,20200520,22099,SO57949,2.29
386,20200513,20200525,20200520,20072,SO57950,1120.49
217,20200513,20200525,20200520,20072,SO57950,34.99
388,20200513,20200525,20200520,27167,SO57951,1120.49
529,20200513,20200525,20200520,27167,SO57951,3.99
539,20200513,20200525,20200520,27167,SO57951,24.99
489,20200513,20200525,20200520,27167,SO57951,53.99
606,20200513,20200525,20200520,26837,SO57952,539.99
481,20200513,20200525,20200520,26837,SO57952,8.99
606,20200513,20200525,20200520,11240,SO57953,539.99
477,20200513,20200525,20200520,11240,SO57953,4.99
479,20200513,20200525,20200520,11240,SO57953,8.99
467,20200513,20200525,20200520,11240,SO57953,24.49
604,20200513,20200525,20200520,22590,SO57954,539.99
225,20200513,20200525,20200520,22590,SO57954,8.99
214,20200513,20200525,20200520,22590,SO57954,34.99
606,20200513,20200525,20200520,26372,SO57955,539.99
225,20200513,20200525,20200520,26372,SO57955,8.99
573,20200513,20200525,20200520,12658,SO57956,2384.07
222,20200513,20200525,20200520,12658,SO57956,34.99
225,20200513,20200525,20200520,12658,SO57956,8.99
565,20200513,20200525,20200520,28480,SO57957,742.35
222,20200514,20200526,20200521,11277,SO57958,34.99
539,20200514,20200526,20200521,14522,SO57959,24.99
529,20200514,20200526,20200521,14522,SO57959,3.99
217,20200514,20200526,20200521,14522,SO57959,34.99
482,20200514,20200526,20200521,14522,SO57959,8.99
528,20200514,20200526,20200521,27150,SO57960,4.99
537,20200514,20200526,20200521,27150,SO57960,35.00
480,20200514,20200526,20200521,27150,SO57960,2.29
486,20200514,20200526,20200521,27150,SO57960,159.00
538,20200514,20200526,20200521,19953,SO57961,21.49
529,20200514,20200526,20200521,19953,SO57961,3.99
480,20200514,20200526,20200521,12035,SO57962,2.29
581,20200514,20200526,20200521,17764,SO57963,1700.99
479,20200514,20200526,20200521,17764,SO57963,8.99
477,20200514,20200526,20200521,17764,SO57963,4.99
374,20200514,20200526,20200521,19511,SO57964,2443.35
529,20200514,20200526,20200521,19511,SO57964,3.99
540,20200514,20200526,20200521,19511,SO57964,32.60
214,20200514,20200526,20200521,19511,SO57964,34.99
225,20200514,20200526,20200521,19511,SO57964,8.99
590,20200514,20200526,20200521,16512,SO57965,769.49
231,20200514,20200526,20200521,16512,SO57965,49.99
480,20200514,20200526,20200521,11533,SO57966,2.29
480,20200514,20200526,20200521,11508,SO57967,2.29
529,20200514,20200526,20200521,29153,SO57968,3.99
231,20200514,20200526,20200521,11078,SO57969,49.99
481,20200514,20200526,20200521,11078,SO57969,8.99
538,20200514,20200526,20200521,11660,SO57970,21.49
480,20200514,20200526,20200521,11660,SO57970,2.29
538,20200514,20200526,20200521,17348,SO57971,21.49
529,20200514,20200526,20200521,17348,SO57971,3.99
467,20200514,20200526,20200521,17348,SO57971,24.49
214,20200514,20200526,20200521,17348,SO57971,34.99
541,20200514,20200526,20200521,27246,SO57972,28.99
528,20200514,20200526,20200521,26059,SO57973,4.99
535,20200514,20200526,20200521,26059,SO57973,24.99
214,20200514,20200526,20200521,26059,SO57973,34.99
488,20200514,20200526,20200521,26059,SO57973,53.99
529,20200514,20200526,20200521,25624,SO57974,3.99
540,20200514,20200526,20200521,25624,SO57974,32.60
480,20200514,20200526,20200521,25624,SO57974,2.29
540,20200514,20200526,20200521,25292,SO57975,32.60
529,20200514,20200526,20200521,25292,SO57975,3.99
480,20200514,20200526,20200521,25292,SO57975,2.29
483,20200514,20200526,20200521,25292,SO57975,120.00
529,20200514,20200526,20200521,24449,SO57976,3.99
540,20200514,20200526,20200521,24449,SO57976,32.60
480,20200514,20200526,20200521,24449,SO57976,2.29
535,20200514,20200526,20200521,25965,SO57977,24.99
528,20200514,20200526,20200521,25965,SO57977,4.99
480,20200514,20200526,20200521,25965,SO57977,2.29
540,20200514,20200526,20200521,24677,SO57978,32.60
478,20200514,20200526,20200521,21784,SO57979,9.99
477,20200514,20200526,20200521,21784,SO57979,4.99
222,20200514,20200526,20200521,21784,SO57979,34.99
475,20200514,20200526,20200521,15847,SO57980,69.99
228,20200514,20200526,20200521,15847,SO57980,49.99
478,20200514,20200526,20200521,20411,SO57981,9.99
463,20200514,20200526,20200521,20411,SO57981,24.49
217,20200514,20200526,20200521,20411,SO57981,34.99
475,20200514,20200526,20200521,29124,SO57982,69.99
476,20200514,20200526,20200521,28976,SO57983,69.99
467,20200514,20200526,20200521,28976,SO57983,24.49
528,20200514,20200526,20200521,23557,SO57984,4.99
480,20200514,20200526,20200521,23557,SO57984,2.29
528,20200514,20200526,20200521,16107,SO57985,4.99
217,20200514,20200526,20200521,16107,SO57985,34.99
535,20200514,20200526,20200521,17786,SO57986,24.99
463,20200514,20200526,20200521,17786,SO57986,24.49
529,20200514,20200526,20200521,19934,SO57987,3.99
539,20200514,20200526,20200521,19934,SO57987,24.99
487,20200514,20200526,20200521,19934,SO57987,54.99
214,20200514,20200526,20200521,19934,SO57987,34.99
228,20200514,20200526,20200521,19934,SO57987,49.99
465,20200514,20200526,20200521,19934,SO57987,24.49
529,20200514,20200526,20200521,24088,SO57988,3.99
480,20200514,20200526,20200521,24088,SO57988,2.29
538,20200514,20200526,20200521,25653,SO57989,21.49
225,20200514,20200526,20200521,25653,SO57989,8.99
529,20200514,20200526,20200521,20969,SO57990,3.99
222,20200514,20200526,20200521,20969,SO57990,34.99
530,20200514,20200526,20200521,24195,SO57991,4.99
487,20200514,20200526,20200521,24195,SO57991,54.99
528,20200514,20200526,20200521,11273,SO57992,4.99
537,20200514,20200526,20200521,11273,SO57992,35.00
485,20200514,20200526,20200521,11273,SO57992,21.98
477,20200514,20200526,20200521,11273,SO57992,4.99
478,20200514,20200526,20200521,11273,SO57992,9.99
217,20200514,20200526,20200521,11273,SO57992,34.99
537,20200514,20200526,20200521,11861,SO57993,35.00
528,20200514,20200526,20200521,11861,SO57993,4.99
480,20200514,20200526,20200521,11861,SO57993,2.29
485,20200514,20200526,20200521,13180,SO57994,21.98
222,20200514,20200526,20200521,13180,SO57994,34.99
467,20200514,20200526,20200521,13180,SO57994,24.49
528,20200514,20200526,20200521,11714,SO57995,4.99
537,20200514,20200526,20200521,11714,SO57995,35.00
491,20200514,20200526,20200521,12309,SO57996,53.99
465,20200514,20200526,20200521,12309,SO57996,24.49
590,20200514,20200526,20200521,14355,SO57997,769.49
217,20200514,20200526,20200521,14355,SO57997,34.99
588,20200514,20200526,20200521,14330,SO57998,769.49
536,20200514,20200526,20200521,14330,SO57998,29.99
528,20200514,20200526,20200521,14330,SO57998,4.99
480,20200514,20200526,20200521,14330,SO57998,2.29
589,20200514,20200526,20200521,14336,SO57999,769.49
476,20200514,20200526,20200521,14336,SO57999,69.99
489,20200514,20200526,20200521,14336,SO57999,53.99
359,20200514,20200526,20200521,13273,SO58000,2294.99
485,20200514,20200526,20200521,13273,SO58000,21.98
486,20200514,20200526,20200521,13273,SO58000,159.00
357,20200514,20200526,20200521,13403,SO58001,2319.99
485,20200514,20200526,20200521,13403,SO58001,21.98
487,20200514,20200526,20200521,13403,SO58001,54.99
363,20200514,20200526,20200521,12086,SO58002,2294.99
570,20200514,20200526,20200521,14847,SO58003,742.35
214,20200514,20200526,20200521,14847,SO58003,34.99
566,20200514,20200526,20200521,26856,SO58004,742.35
477,20200514,20200526,20200521,26856,SO58004,4.99
479,20200514,20200526,20200521,26856,SO58004,8.99
489,20200514,20200526,20200521,26856,SO58004,53.99
590,20200514,20200526,20200521,17050,SO58005,769.49
475,20200514,20200526,20200521,17050,SO58005,69.99
491,20200514,20200526,20200521,17050,SO58005,53.99
467,20200514,20200526,20200521,17050,SO58005,24.49
606,20200514,20200526,20200521,22401,SO58006,539.99
562,20200514,20200526,20200521,11006,SO58007,2384.07
380,20200514,20200526,20200521,19613,SO58008,2443.35
529,20200514,20200526,20200521,19613,SO58008,3.99
540,20200514,20200526,20200521,19613,SO58008,32.60
214,20200514,20200526,20200521,19613,SO58008,34.99
380,20200514,20200526,20200521,19783,SO58009,2443.35
560,20200514,20200526,20200521,25386,SO58010,1214.85
222,20200514,20200526,20200521,25386,SO58010,34.99
564,20200514,20200526,20200521,25162,SO58011,2384.07
576,20200514,20200526,20200521,25175,SO58012,2384.07
563,20200514,20200526,20200521,25185,SO58013,2384.07
541,20200514,20200526,20200521,25185,SO58013,28.99
530,20200514,20200526,20200521,25185,SO58013,4.99
217,20200514,20200526,20200521,25185,SO58013,34.99
606,20200514,20200526,20200521,22992,SO58014,539.99
479,20200514,20200526,20200521,22992,SO58014,8.99
477,20200514,20200526,20200521,22992,SO58014,4.99
489,20200514,20200526,20200521,22992,SO58014,53.99
390,20200514,20200526,20200521,14737,SO58015,1120.49
490,20200514,20200526,20200521,14737,SO58015,53.99
390,20200514,20200526,20200521,20030,SO58016,1120.49
222,20200514,20200526,20200521,20030,SO58016,34.99
561,20200514,20200526,20200521,12323,SO58017,2384.07
541,20200514,20200526,20200521,12323,SO58017,28.99
570,20200514,20200526,20200521,28485,SO58018,742.35
225,20200514,20200526,20200521,28485,SO58018,8.99
363,20200515,20200527,20200522,12225,SO58019,2294.99
478,20200515,20200527,20200522,12225,SO58019,9.99
477,20200515,20200527,20200522,12225,SO58019,4.99
353,20200515,20200527,20200522,12323,SO58020,2319.99
485,20200515,20200527,20200522,12323,SO58020,21.98
480,20200515,20200527,20200522,12323,SO58020,2.29
539,20200515,20200527,20200522,15823,SO58021,24.99
529,20200515,20200527,20200522,15823,SO58021,3.99
539,20200515,20200527,20200522,13996,SO58022,24.99
529,20200515,20200527,20200522,13996,SO58022,3.99
480,20200515,20200527,20200522,13996,SO58022,2.29
528,20200515,20200527,20200522,18763,SO58023,4.99
536,20200515,20200527,20200522,18763,SO58023,29.99
222,20200515,20200527,20200522,18763,SO58023,34.99
485,20200515,20200527,20200522,18932,SO58024,21.98
222,20200515,20200527,20200522,18932,SO58024,34.99
475,20200515,20200527,20200522,26669,SO58025,69.99
488,20200515,20200527,20200522,26669,SO58025,53.99
228,20200515,20200527,20200522,13642,SO58026,49.99
478,20200515,20200527,20200522,29312,SO58027,9.99
477,20200515,20200527,20200522,29312,SO58027,4.99
487,20200515,20200527,20200522,29312,SO58027,54.99
214,20200515,20200527,20200522,13995,SO58028,34.99
465,20200515,20200527,20200522,17355,SO58029,24.49
237,20200515,20200527,20200522,29337,SO58030,49.99
529,20200515,20200527,20200522,26559,SO58031,3.99
214,20200515,20200527,20200522,26559,SO58031,34.99
529,20200515,20200527,20200522,29053,SO58032,3.99
214,20200515,20200527,20200522,29053,SO58032,34.99
583,20200515,20200527,20200522,20880,SO58033,1700.99
222,20200515,20200527,20200522,20880,SO58033,34.99
378,20200515,20200527,20200522,22500,SO58034,2443.35
479,20200515,20200527,20200522,22500,SO58034,8.99
477,20200515,20200527,20200522,22500,SO58034,4.99
467,20200515,20200527,20200522,22500,SO58034,24.49
587,20200515,20200527,20200522,13800,SO58035,769.49
237,20200515,20200527,20200522,13800,SO58035,49.99
225,20200515,20200527,20200522,28614,SO58036,8.99
539,20200515,20200527,20200522,28860,SO58037,24.99
529,20200515,20200527,20200522,28860,SO58037,3.99
541,20200515,20200527,20200522,12969,SO58038,28.99
530,20200515,20200527,20200522,12969,SO58038,4.99
480,20200515,20200527,20200522,12969,SO58038,2.29
539,20200515,20200527,20200522,11498,SO58039,24.99
529,20200515,20200527,20200522,26314,SO58040,3.99
538,20200515,20200527,20200522,26314,SO58040,21.49
473,20200515,20200527,20200522,26314,SO58040,63.50
540,20200515,20200527,20200522,24355,SO58041,32.60
529,20200515,20200527,20200522,24355,SO58041,3.99
529,20200515,20200527,20200522,13756,SO58042,3.99
540,20200515,20200527,20200522,13756,SO58042,32.60
217,20200515,20200527,20200522,13756,SO58042,34.99
528,20200515,20200527,20200522,22211,SO58043,4.99
536,20200515,20200527,20200522,22211,SO58043,29.99
480,20200515,20200527,20200522,22211,SO58043,2.29
476,20200515,20200527,20200522,27739,SO58044,69.99
528,20200515,20200527,20200522,15967,SO58045,4.99
539,20200515,20200527,20200522,17876,SO58046,24.99
529,20200515,20200527,20200522,17876,SO58046,3.99
537,20200515,20200527,20200522,12493,SO58047,35.00
222,20200515,20200527,20200522,12493,SO58047,34.99
528,20200515,20200527,20200522,15446,SO58048,4.99
535,20200515,20200527,20200522,15446,SO58048,24.99
480,20200515,20200527,20200522,15446,SO58048,2.29
478,20200515,20200527,20200522,14423,SO58049,9.99
477,20200515,20200527,20200522,14423,SO58049,4.99
217,20200515,20200527,20200522,14423,SO58049,34.99
535,20200515,20200527,20200522,17838,SO58050,24.99
538,20200515,20200527,20200522,26358,SO58051,21.49
480,20200515,20200527,20200522,26358,SO58051,2.29
530,20200515,20200527,20200522,17763,SO58052,4.99
484,20200515,20200527,20200522,17763,SO58052,7.95
537,20200515,20200527,20200522,12957,SO58053,35.00
225,20200515,20200527,20200522,12642,SO58054,8.99
485,20200515,20200527,20200522,13364,SO58055,21.98
217,20200515,20200527,20200522,13364,SO58055,34.99
380,20200515,20200527,20200522,20442,SO58056,2443.35
540,20200515,20200527,20200522,20442,SO58056,32.60
529,20200515,20200527,20200522,20442,SO58056,3.99
480,20200515,20200527,20200522,20442,SO58056,2.29
380,20200515,20200527,20200522,16375,SO58057,2443.35
214,20200515,20200527,20200522,16375,SO58057,34.99
374,20200515,20200527,20200522,20385,SO58058,2443.35
222,20200515,20200527,20200522,20385,SO58058,34.99
237,20200515,20200527,20200522,20385,SO58058,49.99
581,20200515,20200527,20200522,16984,SO58059,1700.99
231,20200515,20200527,20200522,16984,SO58059,49.99
225,20200515,20200527,20200522,16984,SO58059,8.99
591,20200515,20200527,20200522,15996,SO58060,564.99
357,20200515,20200527,20200522,11772,SO58061,2319.99
477,20200515,20200527,20200522,11772,SO58061,4.99
478,20200515,20200527,20200522,11772,SO58061,9.99
604,20200515,20200527,20200522,27341,SO58062,539.99
605,20200515,20200527,20200522,22171,SO58063,539.99
353,20200515,20200527,20200522,12703,SO58064,2319.99
537,20200515,20200527,20200522,12703,SO58064,35.00
528,20200515,20200527,20200522,12703,SO58064,4.99
214,20200515,20200527,20200522,12703,SO58064,34.99
491,20200515,20200527,20200522,12703,SO58064,53.99
353,20200515,20200527,20200522,12705,SO58065,2319.99
485,20200515,20200527,20200522,12705,SO58065,21.98
222,20200515,20200527,20200522,12705,SO58065,34.99
361,20200515,20200527,20200522,12694,SO58066,2294.99
485,20200515,20200527,20200522,12694,SO58066,21.98
222,20200515,20200527,20200522,12694,SO58066,34.99
560,20200515,20200527,20200522,25387,SO58067,1214.85
217,20200515,20200527,20200522,25387,SO58067,34.99
574,20200515,20200527,20200522,25186,SO58068,2384.07
488,20200515,20200527,20200522,25186,SO58068,53.99
467,20200515,20200527,20200522,25186,SO58068,24.49
606,20200515,20200527,20200522,23019,SO58069,539.99
477,20200515,20200527,20200522,23019,SO58069,4.99
479,20200515,20200527,20200522,23019,SO58069,8.99
214,20200515,20200527,20200522,23019,SO58069,34.99
467,20200515,20200527,20200522,23019,SO58069,24.49
573,20200515,20200527,20200522,12631,SO58070,2384.07
479,20200515,20200527,20200522,12631,SO58070,8.99
477,20200515,20200527,20200522,12631,SO58070,4.99
361,20200516,20200528,20200523,12263,SO58071,2294.99
485,20200516,20200528,20200523,12263,SO58071,21.98
484,20200516,20200528,20200523,12263,SO58071,7.95
361,20200516,20200528,20200523,13254,SO58072,2294.99
481,20200516,20200528,20200523,13254,SO58072,8.99
487,20200516,20200528,20200523,13254,SO58072,54.99
479,20200516,20200528,20200523,11506,SO58073,8.99
477,20200516,20200528,20200523,11506,SO58073,4.99
481,20200516,20200528,20200523,11506,SO58073,8.99
484,20200516,20200528,20200523,11862,SO58074,7.95
486,20200516,20200528,20200523,11862,SO58074,159.00
530,20200516,20200528,20200523,27980,SO58075,4.99
463,20200516,20200528,20200523,27980,SO58075,24.49
530,20200516,20200528,20200523,23008,SO58076,4.99
487,20200516,20200528,20200523,23008,SO58076,54.99
582,20200516,20200528,20200523,17716,SO58077,1700.99
582,20200516,20200528,20200523,17641,SO58078,1700.99
214,20200516,20200528,20200523,17641,SO58078,34.99
581,20200516,20200528,20200523,25306,SO58079,1700.99
479,20200516,20200528,20200523,25306,SO58079,8.99
477,20200516,20200528,20200523,25306,SO58079,4.99
487,20200516,20200528,20200523,25306,SO58079,54.99
592,20200516,20200528,20200523,22665,SO58080,564.99
485,20200516,20200528,20200523,22665,SO58080,21.98
488,20200516,20200528,20200523,11277,SO58081,53.99
529,20200516,20200528,20200523,11141,SO58082,3.99
222,20200516,20200528,20200523,11141,SO58082,34.99
483,20200516,20200528,20200523,11331,SO58083,120.00
530,20200516,20200528,20200523,11330,SO58084,4.99
225,20200516,20200528,20200523,11330,SO58084,8.99
228,20200516,20200528,20200523,11330,SO58084,49.99
538,20200516,20200528,20200523,28233,SO58085,21.49
540,20200516,20200528,20200523,16950,SO58086,32.60
529,20200516,20200528,20200523,16950,SO58086,3.99
